student_id,student_name,course_code,term,credits,has_prerequisites,midterm_score,final_score,assignment_score,total_score,passed,attendance_rate
20260305,Connie Lawrence,IS 498,Spring 2024,3,True,26,38,16,80,True,78.8
20260305,Connie Lawrence,HU 313,Spring 2024,2,True,30,40,20,90,True,85.04
20260306,David Douglas,CS 214,Fall 2023,4,True,29,36,12,77,True,78.33
20260306,David Douglas,MA 112,Fall 2023,2,True,16,26,12,54,True,72.07
20260306,David Douglas,HU 323,Fall 2023,3,False,13,29,14,56,True,81.44
20260306,David Douglas,IS 415,Fall 2023,4,False,19,23,14,56,True,75.37
20260306,David Douglas,HU 332,Fall 2024,2,True,12,21,14,47,False,68.02
20260307,James Woods,IS 416,Fall 2023,4,False,30,34,20,84,True,64.1
20260307,James Woods,IS 352,Fall 2023,4,True,21,48,15,84,True,90.93
20260307,James Woods,HU 323,Fall 2024,2,False,24,41,20,85,True,85.16
20260307,James Woods,IT 111,Fall 2024,4,True,19,46,16,81,True,58.86
20260307,James Woods,CS 112,Spring 2024,3,True,30,42,12,84,True,77.06
20260308,Larry Holland,HU 122,Fall 2023,2,False,30,47,20,97,True,76.29
20260308,Larry Holland,IS 422,Fall 2023,3,True,29,31,15,75,True,43.96
20260308,Larry Holland,MA 113,Fall 2024,2,True,30,36,15,81,True,90.39
20260308,Larry Holland,HU 111,Fall 2024,3,True,30,33,18,81,True,57.1
20260308,Larry Holland,IS 414,Spring 2024,3,False,29,44,18,91,True,73.67
20260308,Larry Holland,IS 352,Spring 2024,2,False,24,47,14,85,True,74.41
20260309,Martin Martinez,HU 332,Fall 2023,3,True,18,42,15,75,True,64.66
20260309,Martin Martinez,IS 352,Fall 2024,2,True,19,33,14,66,True,87.14
20260309,Martin Martinez,IS 415,Fall 2024,3,False,25,27,17,69,True,79.29
20260309,Martin Martinez,IS 498,Fall 2024,2,True,22,32,20,74,True,60.09
20260309,Martin Martinez,IT 223,Spring 2024,3,True,20,50,13,83,True,69.77
20260310,Lydia Simmons,HU 112,Fall 2023,4,False,29,37,18,84,True,78.3
20260310,Lydia Simmons,IS 313,Fall 2023,3,True,23,37,19,79,True,63.75
20260310,Lydia Simmons,IS 240,Fall 2024,2,False,22,33,15,70,True,70.44
20260310,Lydia Simmons,IS 360,Fall 2024,2,True,29,37,12,78,True,55.17
20260310,Lydia Simmons,IS 334,Spring 2024,4,False,16,42,15,73,True,62.87
20260310,Lydia Simmons,IS 460,Spring 2024,4,False,27,47,16,90,True,73.09
20260310,Lydia Simmons,MA 111,Spring 2024,3,False,25,45,8,78,True,73.66
20260311,Sandra Patel,IS 451,Fall 2023,2,True,30,37,18,85,True,77.19
20260311,Sandra Patel,IS 455,Fall 2024,4,False,28,36,17,81,True,49.95
20260311,Sandra Patel,IS 333,Fall 2024,3,True,29,45,20,94,True,100.0
20260311,Sandra Patel,IS 448,Fall 2024,3,True,27,48,13,88,True,87.03
20260311,Sandra Patel,IS 415,Spring 2024,3,False,15,30,11,56,True,52.8
20260311,Sandra Patel,IS 241,Spring 2024,4,False,16,41,15,72,True,100.0
20260312,Jonathon Krause,IS 415,Fall 2023,3,False,26,20,12,58,True,95.67
20260312,Jonathon Krause,IS 460,Fall 2023,4,False,16,25,10,51,True,71.62
20260312,Jonathon Krause,IS 496,Fall 2023,3,False,30,21,5,56,True,52.08
20260312,Jonathon Krause,PH 111,Fall 2023,4,True,21,25,4,50,True,89.86
20260312,Jonathon Krause,HU 213,Spring 2024,4,False,10,23,8,41,False,75.0
20260313,Christine Chang,IS 448,Fall 2023,3,False,8,32,6,46,False,62.09
20260313,Christine Chang,IS 350,Fall 2023,3,True,25,37,20,82,True,91.72
20260313,Christine Chang,IS 455,Fall 2023,3,False,18,32,8,58,True,51.69
20260313,Christine Chang,HU 111,Fall 2023,2,True,17,24,9,50,True,65.1
20260313,Christine Chang,IS 434,Fall 2023,3,True,18,27,6,51,True,87.98
20260313,Christine Chang,IS 451,Spring 2024,4,True,25,14,2,41,False,88.78
20260313,Christine Chang,IS 416,Spring 2024,3,False,23,28,5,56,True,69.55
20260314,James Lewis,IS 448,Fall 2023,2,True,30,48,17,95,True,68.33
20260314,James Lewis,IS 334,Fall 2023,4,False,30,45,15,90,True,87.87
20260314,James Lewis,ST 121,Fall 2024,4,True,22,34,15,71,True,88.14
20260314,James Lewis,HU 121,Fall 2024,2,True,23,33,17,73,True,100.0
20260314,James Lewis,IS 240,Spring 2024,2,False,18,34,16,68,True,69.52
20260314,James Lewis,CS 316,Spring 2024,3,False,30,37,19,86,True,72.22
20260315,Jeffrey Davis,HU 121,Fall 2024,4,False,20,28,20,68,True,93.35
20260315,Jeffrey Davis,IS 421,Fall 2024,2,True,27,37,12,76,True,69.83
20260315,Jeffrey Davis,HU 112,Spring 2024,4,True,24,30,14,68,True,80.43
20260315,Jeffrey Davis,IT 223,Spring 2024,3,True,30,46,18,94,True,89.73
20260315,Jeffrey Davis,IS 313,Spring 2024,4,True,30,39,16,85,True,52.48
20260315,Jeffrey Davis,IS 231,Spring 2024,4,False,27,50,16,93,True,38.92
20260316,William Madden,IS 334,Fall 2023,2,True,17,26,10,53,True,73.84
20260316,William Madden,CS 111,Fall 2023,4,True,6,26,8,40,False,69.96
20260316,William Madden,IT 223,Fall 2023,3,True,22,39,9,70,True,78.11
20260316,William Madden,IS 443,Fall 2024,4,False,12,28,6,46,False,93.68
20260316,William Madden,IS 211,Spring 2024,2,True,22,32,4,58,True,62.97
20260317,James Morales,HU 331,Fall 2023,2,False,12,36,2,50,True,92.54
20260317,James Morales,IS 451,Fall 2024,2,True,19,27,19,65,True,86.68
20260317,James Morales,IS 422,Fall 2024,3,False,18,30,20,68,True,81.02
20260317,James Morales,HU 323,Fall 2024,3,False,15,18,7,40,False,66.97
20260317,James Morales,HU 122,Fall 2024,2,False,21,21,13,55,True,50.58
20260317,James Morales,IS 352,Spring 2024,4,True,20,25,11,56,True,91.89
20260317,James Morales,HU 313,Spring 2024,4,True,23,35,2,60,True,64.99
20260318,Heather Gates,IS 351,Fall 2023,3,False,28,39,19,86,True,55.05
20260318,Heather Gates,CS 221,Fall 2023,2,True,24,40,20,84,True,76.41
20260318,Heather Gates,IS 240,Fall 2024,3,True,28,42,16,86,True,76.65
20260318,Heather Gates,CS 214,Fall 2024,2,True,23,30,20,73,True,84.55
20260318,Heather Gates,MA 112,Spring 2024,3,True,19,39,15,73,False,96.05
20260319,Ryan Horton,IT 222,Fall 2023,3,True,16,30,15,61,True,55.64
20260319,Ryan Horton,IS 342,Fall 2024,4,True,25,34,12,71,True,81.31
20260319,Ryan Horton,PH 111,Fall 2024,4,True,14,25,13,52,True,84.68
20260319,Ryan Horton,IS 313,Fall 2024,2,True,16,30,8,54,True,56.52
20260319,Ryan Horton,IS 415,Spring 2024,2,False,29,34,11,74,True,70.13
20260320,Richard Atkins,IT 211,Fall 2023,2,False,29,48,16,93,False,98.96
20260320,Richard Atkins,IS 351,Fall 2023,3,False,30,38,16,84,True,55.08
20260320,Richard Atkins,IS 453,Fall 2023,2,False,30,30,20,80,True,84.52
20260320,Richard Atkins,IS 448,Fall 2023,2,True,30,50,15,95,True,85.74
20260320,Richard Atkins,IT 221,Spring 2024,2,True,25,32,17,74,True,76.96
20260320,Richard Atkins,IT 241,Spring 2024,2,False,16,43,14,73,True,67.78
20260321,Nicholas Williams,CS 213,Fall 2023,3,True,25,8,12,45,False,77.52
20260321,Nicholas Williams,IS 345,Fall 2023,2,True,0,16,6,22,False,38.82
20260321,Nicholas Williams,IS 231,Fall 2023,4,True,8,19,6,33,False,67.5
20260321,Nicholas Williams,IS 313,Fall 2023,3,True,4,24,4,32,False,41.52
20260321,Nicholas Williams,MA 112,Fall 2024,4,True,8,22,4,34,False,83.83
20260321,Nicholas Williams,HU 111,Fall 2024,3,True,5,19,11,35,False,97.61
20260322,Jim Pope,IT 111,Fall 2023,3,True,30,42,14,86,True,100.0
20260322,Jim Pope,IS 415,Fall 2023,2,False,27,41,12,80,True,80.34
20260322,Jim Pope,IS 498,Fall 2023,3,True,30,30,18,78,True,64.63
20260322,Jim Pope,IS 441,Fall 2024,4,False,30,23,20,73,True,67.24
20260322,Jim Pope,IS 451,Fall 2024,2,True,28,45,18,91,True,70.9
20260322,Jim Pope,IS 345,Fall 2024,4,True,25,45,15,85,True,92.51
20260322,Jim Pope,IS 333,Spring 2024,2,True,22,41,12,75,True,88.91
20260323,Tamara Chang,IS 444,Fall 2023,2,False,29,37,18,84,True,68.41
20260323,Tamara Chang,IS 312,Fall 2023,2,True,30,45,16,91,True,71.93
20260323,Tamara Chang,HU 121,Fall 2024,2,False,25,45,17,87,True,87.71
20260323,Tamara Chang,IS 352,Fall 2024,4,False,24,45,17,86,True,76.98
20260323,Tamara Chang,CS 251,Spring 2024,2,True,30,30,17,77,True,73.32
20260323,Tamara Chang,IS 450,Spring 2024,2,True,30,42,12,84,True,70.66
20260323,Tamara Chang,IS 231,Spring 2024,2,True,25,29,17,71,True,64.89
20260324,Christian Miller,IS 460,Fall 2023,3,True,17,42,0,59,True,93.52
20260324,Christian Miller,IS 453,Fall 2023,3,False,15,26,7,48,False,65.66
20260324,Christian Miller,IT 222,Fall 2023,3,True,11,29,4,44,False,56.5
20260324,Christian Miller,IS 416,Fall 2024,4,False,18,46,10,74,True,94.75
20260324,Christian Miller,CS 313,Fall 2024,4,False,15,33,5,53,True,73.54
20260324,Christian Miller,CS 352,Spring 2024,2,False,21,42,4,67,True,70.03
20260325,Ashley Bradley,ST 122,Fall 2024,2,False,20,35,20,75,True,91.91
20260325,Ashley Bradley,IS 453,Fall 2024,2,False,27,23,20,70,True,83.67
20260325,Ashley Bradley,IT 223,Fall 2024,4,False,29,32,17,78,True,78.71
20260325,Ashley Bradley,CS 241,Fall 2024,2,False,26,43,20,89,True,80.73
20260325,Ashley Bradley,IS 240,Fall 2024,2,True,21,29,20,70,True,63.63
20260325,Ashley Bradley,HU 213,Fall 2024,2,False,26,31,18,75,True,60.89
20260325,Ashley Bradley,IS 498,Spring 2024,2,True,21,27,19,67,True,76.93
20260326,Kimberly Gross,HU 331,Fall 2023,3,False,29,49,13,91,True,67.03
20260326,Kimberly Gross,IS 334,Fall 2023,3,False,19,28,20,67,True,87.4
20260326,Kimberly Gross,IS 434,Fall 2023,2,False,20,44,12,76,True,80.43
20260326,Kimberly Gross,CS 214,Fall 2023,2,False,18,43,18,79,True,78.76
20260326,Kimberly Gross,ST 121,Fall 2024,4,True,29,43,20,92,True,71.09
20260326,Kimberly Gross,IS 345,Spring 2024,3,False,26,39,16,81,True,75.77
20260326,Kimberly Gross,IS 496,Spring 2024,3,False,26,50,15,91,True,91.07
20260327,Hannah Harmon,HU 213,Fall 2023,3,True,22,24,14,60,True,73.51
20260327,Hannah Harmon,CS 112,Fall 2023,4,True,28,22,10,60,True,66.5
20260327,Hannah Harmon,HU 122,Fall 2023,4,False,28,28,8,64,True,88.47
20260327,Hannah Harmon,IS 460,Fall 2024,3,False,20,28,7,55,True,89.92
20260327,Hannah Harmon,HU 112,Fall 2024,4,True,20,30,8,58,True,91.2
20260327,Hannah Harmon,IT 211,Spring 2024,2,False,22,36,15,73,True,100.0
20260327,Hannah Harmon,IS 496,Spring 2024,2,True,16,29,11,56,True,78.53
20260328,Jeffery Glass,IS 450,Fall 2023,2,False,26,40,18,84,True,87.38
20260328,Jeffery Glass,IS 443,Fall 2023,2,False,29,43,15,87,True,85.92
20260328,Jeffery Glass,IS 451,Fall 2024,4,True,27,36,16,79,True,57.34
20260328,Jeffery Glass,IS 460,Fall 2024,2,False,21,45,15,81,True,92.52
20260328,Jeffery Glass,HU 111,Fall 2024,4,True,20,50,19,89,True,75.4
20260328,Jeffery Glass,IS 444,Spring 2024,2,False,17,42,12,71,True,59.65
20260328,Jeffery Glass,CS 111,Spring 2024,4,True,26,43,18,87,True,86.71
20260329,Trevor Cuevas,CS 316,Fall 2023,4,True,22,30,8,60,True,74.06
20260329,Trevor Cuevas,IS 422,Fall 2023,3,False,17,32,14,63,True,94.02
20260329,Trevor Cuevas,IS 345,Fall 2024,3,True,26,38,10,74,True,100.0
20260329,Trevor Cuevas,IS 313,Spring 2024,2,False,16,29,5,50,True,65.29
20260329,Trevor Cuevas,HU 122,Spring 2024,2,False,10,24,10,44,False,42.92
20260329,Trevor Cuevas,IS 415,Spring 2024,4,False,9,38,11,58,True,75.65
20260330,Alexandra Perry,IS 460,Fall 2023,2,False,30,34,17,81,True,63.1
20260330,Alexandra Perry,MA 111,Fall 2024,2,True,30,50,17,97,True,75.53
20260330,Alexandra Perry,IT 211,Spring 2024,3,False,30,33,14,77,True,70.62
20260330,Alexandra Perry,IS 416,Spring 2024,4,True,24,31,16,71,True,73.18
20260330,Alexandra Perry,IS 498,Spring 2024,2,False,12,45,20,77,True,49.51
20260331,Jose Brown,IS 448,Fall 2023,4,True,9,17,10,36,False,56.04
20260331,Jose Brown,IS 333,Fall 2023,4,False,15,7,5,27,False,50.55
20260331,Jose Brown,AI 310,Fall 2024,2,False,22,11,10,43,False,72.3
20260331,Jose Brown,IS 453,Spring 2024,4,False,13,4,13,30,False,22.45
20260331,Jose Brown,HU 213,Spring 2024,4,True,14,9,2,25,False,64.06
20260331,Jose Brown,IS 416,Spring 2024,4,False,6,16,9,31,False,41.5
20260332,Benjamin Rowland,IS 414,Fall 2024,3,True,7,41,16,64,True,68.19
20260332,Benjamin Rowland,CS 251,Spring 2024,4,True,22,42,14,78,True,100.0
20260332,Benjamin Rowland,CS 313,Spring 2024,4,True,29,37,18,84,True,100.0
20260332,Benjamin Rowland,CS 316,Spring 2024,3,True,23,40,15,78,True,100.0
20260332,Benjamin Rowland,IS 434,Spring 2024,3,False,25,35,20,80,True,62.72
20260333,Jennifer Mccarty,IS 350,Fall 2023,4,True,14,42,12,68,True,86.03
20260333,Jennifer Mccarty,IS 415,Fall 2023,4,False,16,24,13,53,False,89.06
20260333,Jennifer Mccarty,HU 323,Fall 2024,4,False,14,20,7,41,False,87.79
20260333,Jennifer Mccarty,IS 444,Fall 2024,3,False,13,23,20,56,True,80.28
20260333,Jennifer Mccarty,HU 112,Spring 2024,2,False,26,20,8,54,True,53.92
20260334,Raymond Jackson,HU 122,Fall 2023,3,False,18,44,13,75,True,72.82
20260334,Raymond Jackson,IS 435,Fall 2024,3,False,25,41,20,86,True,64.06
20260334,Raymond Jackson,IS 444,Fall 2024,3,False,28,42,14,84,True,100.0
20260334,Raymond Jackson,IS 241,Fall 2024,3,False,28,36,20,84,True,100.0
20260334,Raymond Jackson,IS 414,Spring 2024,4,True,30,39,20,89,True,56.61
20260334,Raymond Jackson,HU 323,Spring 2024,3,False,26,34,19,79,True,73.55
20260335,Raymond Nelson,IS 365,Fall 2023,4,False,22,36,19,77,True,68.58
20260335,Raymond Nelson,IS 312,Fall 2023,3,False,28,39,18,85,True,74.45
20260335,Raymond Nelson,IS 415,Fall 2023,3,True,23,40,20,83,True,82.45
20260335,Raymond Nelson,IS 333,Fall 2023,4,True,29,36,12,77,True,86.9
20260335,Raymond Nelson,IS 360,Fall 2024,2,True,22,43,20,85,True,59.85
20260335,Raymond Nelson,IS 442,Fall 2024,4,False,30,35,10,75,True,75.2
20260335,Raymond Nelson,IT 423,Spring 2024,3,False,23,34,15,72,False,66.72
20260336,Benjamin Webb,HU 332,Fall 2023,4,False,20,17,10,47,False,75.58
20260336,Benjamin Webb,AI 310,Fall 2024,2,False,17,33,10,60,True,77.68
20260336,Benjamin Webb,IT 241,Fall 2024,2,False,22,32,12,66,True,93.05
20260336,Benjamin Webb,HU 323,Spring 2024,3,False,16,30,15,61,True,89.05
20260336,Benjamin Webb,IS 352,Spring 2024,3,False,19,23,11,53,True,100.0
20260337,Nicole Zamora,IS 321,Fall 2023,3,False,19,23,10,52,True,70.25
20260337,Nicole Zamora,HU 121,Fall 2023,4,False,27,26,4,57,True,100.0
20260337,Nicole Zamora,IS 365,Fall 2023,2,True,29,32,9,70,True,89.7
20260337,Nicole Zamora,CS 221,Fall 2024,3,True,19,9,14,42,False,96.22
20260337,Nicole Zamora,HU 122,Fall 2024,2,False,11,30,12,53,True,64.82
20260337,Nicole Zamora,IS 450,Spring 2024,4,False,22,24,11,57,True,84.57
20260338,Barbara Foster,IS 421,Fall 2023,3,False,30,36,20,86,True,78.54
20260338,Barbara Foster,CS 221,Fall 2023,4,True,27,34,15,76,True,64.21
20260338,Barbara Foster,IS 342,Fall 2024,3,False,21,37,20,78,True,76.64
20260338,Barbara Foster,IT 221,Spring 2024,4,True,28,23,11,62,True,100.0
20260338,Barbara Foster,IS 443,Spring 2024,3,True,24,50,17,91,True,83.02
20260339,Jill Diaz,HU 121,Fall 2023,4,False,16,23,5,44,False,45.37
20260339,Jill Diaz,IS 360,Fall 2024,4,True,3,18,7,28,False,84.3
20260339,Jill Diaz,HU 323,Spring 2024,3,False,10,24,6,40,True,82.38
20260339,Jill Diaz,HU 112,Spring 2024,2,True,7,10,19,36,False,71.05
20260339,Jill Diaz,MA 111,Spring 2024,4,True,0,19,12,31,False,88.24
20260340,Amber Good,IS 211,Fall 2023,2,True,28,37,12,77,True,100.0
20260340,Amber Good,IS 352,Fall 2023,4,True,30,50,16,96,True,82.38
20260340,Amber Good,HU 334,Fall 2024,2,True,30,33,18,81,True,63.15
20260340,Amber Good,IS 455,Fall 2024,2,False,22,50,15,87,True,69.04
20260340,Amber Good,CS 352,Fall 2024,2,False,30,49,16,95,True,100.0
20260340,Amber Good,IS 444,Spring 2024,3,False,30,34,13,77,True,86.39
20260340,Amber Good,IS 334,Spring 2024,3,True,25,33,16,74,True,61.98
20260341,Charles Davenport,IS 231,Fall 2023,4,True,24,43,14,81,True,71.92
20260341,Charles Davenport,IS 451,Fall 2023,2,True,29,33,20,82,True,60.97
20260341,Charles Davenport,IS 352,Fall 2023,3,True,29,44,19,92,True,62.86
20260341,Charles Davenport,MA 113,Fall 2024,3,True,27,38,17,82,True,81.61
20260341,Charles Davenport,IT 221,Spring 2024,3,True,27,49,9,85,True,70.33
20260342,Marcus Bailey,IS 350,Fall 2023,2,True,19,27,13,59,False,100.0
20260342,Marcus Bailey,IS 211,Fall 2023,3,True,15,24,11,50,True,62.17
20260342,Marcus Bailey,IT 241,Fall 2024,4,False,21,25,8,54,True,85.2
20260342,Marcus Bailey,HU 122,Spring 2024,4,False,22,30,4,56,True,90.28
20260342,Marcus Bailey,IT 221,Spring 2024,4,True,12,17,12,41,False,81.31
20260342,Marcus Bailey,IS 333,Spring 2024,3,True,27,29,8,64,True,50.23
20260342,Marcus Bailey,IS 422,Spring 2024,4,False,15,15,10,40,False,60.25
20260343,Christine Sanchez,MA 112,Fall 2023,2,True,17,37,15,69,True,67.87
20260343,Christine Sanchez,HU 111,Fall 2024,2,True,21,41,16,78,True,75.04
20260343,Christine Sanchez,ST 121,Spring 2024,4,False,25,42,14,81,True,58.72
20260343,Christine Sanchez,IS 450,Spring 2024,4,False,19,36,15,70,True,59.19
20260343,Christine Sanchez,CS 214,Spring 2024,3,False,19,34,15,68,True,82.32
20260344,Megan Beard,IS 240,Spring 2024,4,True,21,21,18,60,True,82.29
20260344,Megan Beard,IS 211,Spring 2024,3,True,19,42,14,75,True,100.0
20260344,Megan Beard,IT 241,Spring 2024,3,False,27,36,20,83,True,63.78
20260344,Megan Beard,IS 352,Spring 2024,2,False,30,40,17,87,True,81.66
20260344,Megan Beard,IS 450,Spring 2024,2,False,14,46,17,77,True,63.06
20260345,Lisa Tucker,IT 241,Fall 2023,2,False,17,28,14,59,True,63.46
20260345,Lisa Tucker,HU 111,Fall 2023,3,True,5,30,4,39,False,39.76
20260345,Lisa Tucker,IS 211,Fall 2023,2,True,14,32,8,54,True,83.95
20260345,Lisa Tucker,IS 422,Fall 2024,2,False,24,25,3,52,True,84.62
20260345,Lisa Tucker,IS 455,Fall 2024,2,False,15,30,2,47,False,59.78
20260345,Lisa Tucker,HU 333,Spring 2024,3,False,16,29,10,55,True,51.1
20260346,Andrew Sosa,IS 498,Fall 2023,4,False,30,39,15,84,True,100.0
20260346,Andrew Sosa,CS 213,Fall 2024,4,True,30,44,16,90,True,100.0
20260346,Andrew Sosa,IS 422,Fall 2024,2,False,27,41,13,81,True,87.92
20260346,Andrew Sosa,IS 211,Fall 2024,4,True,20,48,15,83,True,55.52
20260346,Andrew Sosa,PH 111,Fall 2024,4,True,30,37,18,85,True,59.98
20260346,Andrew Sosa,HU 122,Spring 2024,4,False,22,42,20,84,True,100.0
20260347,Michael Spears,IS 416,Fall 2023,4,False,7,26,13,46,False,70.08
20260347,Michael Spears,HU 333,Fall 2023,4,True,13,33,2,48,False,71.62
20260347,Michael Spears,CS 352,Fall 2023,4,False,13,34,11,58,True,95.27
20260347,Michael Spears,IS 342,Fall 2023,2,False,24,35,7,66,True,86.33
20260347,Michael Spears,AI 310,Fall 2024,2,False,24,43,5,72,True,74.98
20260347,Michael Spears,MA 111,Fall 2024,4,False,18,28,17,63,True,88.99
20260347,Michael Spears,IS 460,Fall 2024,2,False,13,31,15,59,True,94.98
20260348,Sharon Jackson,HU 121,Fall 2023,2,False,8,39,8,55,True,66.79
20260348,Sharon Jackson,IS 448,Fall 2024,2,True,27,32,14,73,True,80.8
20260348,Sharon Jackson,HU 323,Spring 2024,3,False,4,31,12,47,False,72.31
20260348,Sharon Jackson,IS 313,Spring 2024,3,True,2,33,7,42,False,85.78
20260348,Sharon Jackson,HU 334,Spring 2024,4,False,14,25,12,51,True,93.12
20260349,Sarah Wright,IS 460,Fall 2024,3,False,18,43,16,77,True,81.47
20260349,Sarah Wright,IS 422,Fall 2024,3,False,19,38,18,75,True,73.02
20260349,Sarah Wright,IS 415,Fall 2024,4,False,26,49,15,90,True,82.37
20260349,Sarah Wright,CS 316,Fall 2024,3,True,24,50,9,83,True,53.41
20260349,Sarah Wright,HU 333,Spring 2024,3,False,27,43,16,86,True,70.6
20260349,Sarah Wright,HU 331,Spring 2024,2,False,22,33,17,72,True,100.0
20260349,Sarah Wright,CS 241,Spring 2024,3,True,18,39,11,68,True,59.62
20260350,Paul Williams,IS 455,Fall 2023,3,False,25,30,19,74,True,77.16
20260350,Paul Williams,IS 313,Fall 2023,4,True,25,34,16,75,True,60.52
20260350,Paul Williams,CS 352,Fall 2024,2,False,23,37,20,80,True,69.74
20260350,Paul Williams,HU 333,Fall 2024,3,False,25,38,16,79,True,90.48
20260350,Paul Williams,IT 111,Spring 2024,3,True,29,42,19,90,True,91.47
20260350,Paul Williams,ST 121,Spring 2024,4,False,30,46,18,94,True,73.98
20260350,Paul Williams,HU 121,Spring 2024,4,False,18,33,14,65,True,95.95
20260351,David Campos,IS 415,Fall 2023,4,False,25,36,18,79,True,65.36
20260351,David Campos,CS 112,Fall 2024,2,False,21,45,17,83,True,63.89
20260351,David Campos,IS 312,Spring 2024,4,True,30,34,19,83,True,72.6
20260351,David Campos,IT 111,Spring 2024,2,True,18,46,12,76,True,68.6
20260351,David Campos,IS 360,Spring 2024,4,True,22,32,20,74,True,69.29
20260352,Sonia Hurst,IS 312,Fall 2023,3,True,16,21,16,53,True,64.38
20260352,Sonia Hurst,HU 334,Fall 2023,2,False,27,13,0,40,False,80.0
20260352,Sonia Hurst,CS 112,Fall 2024,4,True,21,27,10,58,True,87.91
20260352,Sonia Hurst,IT 111,Fall 2024,2,True,10,27,10,47,False,83.62
20260352,Sonia Hurst,IS 421,Fall 2024,4,False,23,33,8,64,True,74.61
20260353,Maria Williams,IT 211,Fall 2023,4,True,16,41,18,75,True,88.52
20260353,Maria Williams,IS 435,Fall 2023,3,False,22,39,17,78,True,72.46
20260353,Maria Williams,IS 345,Fall 2024,2,True,20,41,19,80,True,73.0
20260353,Maria Williams,IS 421,Fall 2024,4,False,26,39,19,84,True,54.04
20260353,Maria Williams,IS 422,Fall 2024,4,False,30,48,19,97,True,84.83
20260353,Maria Williams,IS 498,Spring 2024,3,True,26,50,13,89,True,85.06
20260353,Maria Williams,IS 365,Spring 2024,4,False,17,48,18,83,True,71.47
20260354,Thomas Sanchez,CS 352,Fall 2024,2,False,21,24,3,48,False,70.61
20260354,Thomas Sanchez,CS 214,Fall 2024,4,False,22,35,1,58,True,53.89
20260354,Thomas Sanchez,MA 112,Fall 2024,4,False,11,34,13,58,True,91.06
20260354,Thomas Sanchez,CS 221,Spring 2024,3,False,13,38,6,57,True,68.01
20260354,Thomas Sanchez,CS 313,Spring 2024,3,False,11,24,1,36,False,61.5
20260355,Brandy Barnett,IS 421,Fall 2023,2,False,18,33,9,60,True,49.09
20260355,Brandy Barnett,IS 496,Fall 2023,2,False,28,24,1,53,False,80.27
20260355,Brandy Barnett,HU 121,Fall 2023,3,False,25,24,6,55,True,90.33
20260355,Brandy Barnett,IT 221,Fall 2024,4,True,17,9,5,31,False,68.87
20260355,Brandy Barnett,HU 334,Spring 2024,2,False,26,19,10,55,True,100.0
20260355,Brandy Barnett,IS 455,Spring 2024,4,False,22,27,5,54,True,88.22
20260356,Jason Summers,IS 414,Fall 2023,3,True,24,19,6,49,False,68.31
20260356,Jason Summers,IS 351,Fall 2023,4,True,9,21,0,30,False,100.0
20260356,Jason Summers,MA 112,Fall 2024,4,False,30,46,5,81,True,81.93
20260356,Jason Summers,IS 240,Fall 2024,2,True,16,27,14,57,True,82.0
20260356,Jason Summers,IS 434,Fall 2024,4,False,17,23,11,51,True,82.95
20260356,Jason Summers,CS 111,Fall 2024,3,False,15,25,8,48,False,75.11
20260357,Scott Davis,CS 221,Fall 2023,4,True,14,11,2,27,False,69.58
20260357,Scott Davis,HU 323,Fall 2023,4,False,18,9,2,29,False,63.51
20260357,Scott Davis,CS 313,Fall 2023,4,True,14,14,2,30,False,75.56
20260357,Scott Davis,ST 122,Fall 2023,3,False,18,26,5,49,False,55.82
20260357,Scott Davis,IS 450,Fall 2024,4,True,11,14,13,38,False,64.17
20260357,Scott Davis,HU 334,Fall 2024,4,False,16,16,9,41,False,66.07
20260357,Scott Davis,IS 434,Spring 2024,2,False,15,18,3,36,True,32.19
20260358,Michael Price,IS 240,Fall 2023,4,True,16,39,20,75,True,91.4
20260358,Michael Price,IS 352,Fall 2024,2,True,24,43,15,82,True,86.03
20260358,Michael Price,HU 213,Spring 2024,4,True,30,32,19,81,True,83.13
20260358,Michael Price,IS 422,Spring 2024,4,True,25,28,20,73,True,100.0
20260358,Michael Price,HU 313,Spring 2024,4,True,19,42,15,76,True,68.95
20260359,Trevor James,IS 460,Fall 2023,4,False,26,50,12,88,True,64.52
20260359,Trevor James,CS 352,Fall 2023,4,False,20,32,17,69,True,82.45
20260359,Trevor James,HU 334,Fall 2024,2,False,26,35,20,81,True,87.36
20260359,Trevor James,HU 122,Fall 2024,3,False,27,43,14,84,True,78.26
20260359,Trevor James,IS 240,Spring 2024,2,True,26,41,14,81,True,79.6
20260360,Johnathan Carter,IT 223,Fall 2023,3,True,27,42,20,89,True,89.99
20260360,Johnathan Carter,IS 333,Fall 2023,4,True,12,37,13,62,True,87.39
20260360,Johnathan Carter,IS 422,Fall 2023,2,True,24,40,13,77,True,79.74
20260360,Johnathan Carter,IS 442,Fall 2024,4,False,28,48,18,94,True,62.43
20260360,Johnathan Carter,PH 111,Spring 2024,3,True,28,44,15,87,True,48.03
20260361,Alison Wright,HU 121,Fall 2023,3,False,19,41,16,76,True,98.27
20260361,Alison Wright,CS 241,Fall 2023,4,False,25,38,20,83,True,71.86
20260361,Alison Wright,HU 122,Fall 2024,3,False,30,41,16,87,True,57.95
20260361,Alison Wright,IS 444,Fall 2024,2,False,30,46,20,96,True,77.51
20260361,Alison Wright,IS 351,Fall 2024,3,True,20,29,18,67,True,78.29
20260362,Tracy Johnson,IS 434,Fall 2024,4,False,27,48,20,95,True,85.72
